name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Watson Samuel,USA,1,6.24,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,True,4.885,True,4.839,True,4.844,True,6.243,,,2024-07-12_Chamonix_Speed_Men_Final.csv
WANG XINSHANG,CHN,2,7.76,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,True,5.312,True,5.151,True,4.965,False,7.767,,,2024-07-12_Chamonix_Speed_Men_Final.csv
Noya Cardona Erik,ESP,3,5.05,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,True,5.082,True,5.506,False,5.012,,,True,5.053,2024-07-12_Chamonix_Speed_Men_Final.csv
OMASA Ryo,JPN,4,FALL,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,True,5.168,True,5.072,False,4.978,,,False,FALL,2024-07-12_Chamonix_Speed_Men_Final.csv
Zurloni Matteo,ITA,5,6.63 (4.97),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,True,5.421,False,6.635,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
Maimuratov Amir,KAZ,6,5.17 (5.11),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,True,5.427,False,5.179,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
Rebreyend Pierre,FRA,7,5.27 (5.23),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,True,5.487,False,5.273,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
Zodda Gian Luca,ITA,8,7.72 (5.30),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,True,5.36,False,7.72,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
LONG JIANGUO,CHN,9,5.76 (4.97),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,False,5.765,,,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
Fossali Ludovico,ITA,10,5.85 (5.14),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,False,5.857,,,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
Tkach Yaroslav,UKR,11,5.34 (5.16),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,False,5.345,,,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
ZHANG LIANG,CHN,12,7.52 (5.19),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,False,7.521,,,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
Ilchyshyn Hryhorii,UKR,13,6.18 (5.25),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,False,6.189,,,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
JUNG Yongjun,KOR,14,8.40 (5.25),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,False,8.405,,,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
FUJINO Shuto,JPN,15,5.27,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,False,5.274,,,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
Toktarov Damir,KAZ,16,5.427 (5.36),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Final,2024-07-12,/api/v1/category_rounds/9145/results,/api/v1/events/1357/result/2,False,5.427,,,,,,,,,2024-07-12_Chamonix_Speed_Men_Final.csv
