name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
NARASAKI Meichi,JPN,1,4T4z 9 8,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,1,1,4,4,3,2,1,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
AMAGASA Sohta,JPN,2,4T4z 21 11,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,8,6,5,1,5,2,3,2,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
MILNE Maximillian,GBR,3,3T4z 5 5,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,2,1,X,1,2,2,1,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
CHON Jongwon,KOR,4,3T4z 6 8,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,X,4,4,2,1,1,1,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
AKHTAR Dayan,GBR,5,3T4z 6 12,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,X,8,2,1,2,2,2,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
LEE Dohyun,KOR,6,3T4z 7 7,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,5,4,X,1,1,1,1,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
JENFT Paul,FRA,7,3T4z 7 8,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,3,3,1,1,3,2,X,2,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
SCHALCK Mejdi,FRA,7,3T4z 7 8,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,X,3,5,3,1,1,1,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
KAYOTANI Ritsu,JPN,9,3T4z 8 9,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,6,6,X,1,1,1,1,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
NARASAKI Tomoa,JPN,10,3T4z 9 6,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,5,1,X,2,1,1,3,2,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
LEMAGNER Thomas,FRA,11,3T3z 12 11,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,9,8,X,X,2,2,1,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
Barron Charles,USA,12,2T4z 7 9,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,3,3,X,1,4,3,X,2,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
Shahar Adam,USA,12,2T4z 7 9,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,X,2,4,2,3,3,X,2,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
ANRAKU Sorato,JPN,14,2T3z 2 3,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,X,X,X,1,1,1,1,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
AVEZOU Sam,FRA,15,2T3z 6 5,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,X,2,X,X,2,2,4,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
CLÉMENCE Julien,SUI,16,2T3z 9 9,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,8,7,X,X,1,1,X,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
PEHARC Anze,SLO,17,1T4z 2 10,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,X,6,X,1,2,2,X,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
ROMŠAK Timotej,SLO,18,1T4z 5 11,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,5,5,X,3,X,2,X,1,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
FUJIWAKI Yuji,JPN,19,1T3z 4 17,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,X,11,X,2,4,4,X,X,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
CORNU Manuel,FRA,20,0T3z 0 10,IFSC World Cup Seoul 2024,1361,2024,Seoul,Boulder,Men,Semi-final,2024-10-02,/api/v1/category_rounds/9371/results,/api/v1/events/1361/result/3,X,2,X,5,X,3,X,X,2024-10-02_Seoul_Boulder_Men_Semi-final.csv
