name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
ZHANG Shaoqin,CHN,1,6.32,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,True,6.721,True,6.542,True,6.49,True,6.324,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
JEONG Jimin,KOR,2,6.37,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,True,6.564,True,6.417,True,6.337,False,6.376,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
DENG Lijuan,CHN,3,6.34,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,True,6.529,True,6.339,False,FALL,,,True,6.349,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
HUNT Emma,USA,4,6.39,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,True,7.611,True,6.85,False,6.428,,,False,6.391,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
MADE RITA KUSUMA DEWI Desak,INA,5,6.60 (6.37),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,True,6.693,False,6.608,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
MIROSLAW Aleksandra,POL,6,6.86 (6.43),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,True,6.627,False,6.864,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
KALUCKA Natalia,POL,7,6.56 (6.50),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,True,8.595,False,6.569,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
MENG Shixue,CHN,8,6.55,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,True,6.74,False,6.551,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
ZHOU Yafei,CHN,9,8.20 (6.58),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,False,8.208,,,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
QIN Yumei,CHN,10,FALL (6.63),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,False,FALL,,,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
YANG Mi,CHN,11,10.64 (6.74),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,False,10.643,,,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
ZHANG Mengli,CHN,12,9.23 (6.94),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,False,9.236,,,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
SHI Xinyue,CHN,13,FALL (7.00),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,False,FALL,,,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
YANG Feiyan,CHN,14,7.40 (7.10),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,False,7.403,,,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
COLLI Beatrice,ITA,15,7.25 (7.11),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,False,7.253,,,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
XIE Guizhen,CHN,16,7.13 (7.11),IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Final,2025-04-25,/api/v1/category_rounds/9962/results,/api/v1/events/1406/result/6,False,7.135,,,,,,,,,"2025-04-25_Wujiang, CHN_Speed_Women_Final.csv"
