name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
SANDERS Annie,USA,1.0,124.5,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,1,1,1,1,6,3,1,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
CALLIET Agathe,FRA,1.0,124.1,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,3,3,3,1,5,1,2,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
BERTONE Oriane,FRA,3.0,109.9,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,2,1,1,1,X,1,1,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
NONAKA Miho,JPN,3.0,124.3,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,2,1,1,1,7,4,1,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
MORONI Camilla,ITA,3.0,124.3,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,1,1,1,1,7,5,2,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
EDWARDS Emma,GBR,3.0,124.3,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,1,1,2,1,4,2,4,3,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
RICHARDSON Madison,CAN,3.0,109.9,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,1,1,2,1,X,1,1,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
ABRIAT Lily,FRA,8.0,109.7,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,2,1,2,1,X,1,2,2,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
MCNEICE Erin,GBR,9.0,124.2,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,2,1,2,1,1,1,7,6,1,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
ZHANG Yuetong,CHN,9.0,109.5,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,2,2,4,4,2,1,X,1,1,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
MACKENZIE Oceania,AUS,11.0,109.4,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,3,3,X,1,1,1,4,3,2,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
AVEZOU Zélia,FRA,11.0,109.4,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,3,3,1,1,X,3,3,2,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
Matsufuji Anon,JPN,11.0,124.1,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,2,2,1,1,3,1,7,4,1,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
SEKIKAWA Melody,JPN,14.0,123.9,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,4,2,2,1,1,1,7,3,2,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
TESIO Giorgia,ITA,15.0,109.3,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,2,2,1,1,2,2,X,5,2,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
MACIÀ MARTÍN Geila,ESP,15.0,109.1,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,3,2,4,1,X,3,3,3,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
NAKAMURA Mao,JPN,17.0,108.9,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,1,1,1,1,X,11,2,2,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
Saurel Lucile,FRA,17.0,108.9,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,2,2,7,4,1,1,X,4,2,2,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
TARKUS Lucija,SLO,19.0,108.4,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,2,2,2,2,6,2,X,10,1,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
MURAKOSHI Kaho,JPN,19.0,108.3,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,4,2,5,3,1,1,X,5,7,6,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
CONDIE Kyra,USA,21.0,108.1,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,15,13,1,1,6,2,X,1,1,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
DAZIANO Irina,ITA,21.0,108.3,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,4,1,7,3,2,1,7,7,X,2,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
Giacani Stella,ITA,23.0,94.2,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,X,5,1,1,X,4,2,2,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
KOBETS Anastasiia,UKR,23.0,99.7,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,2,2,1,1,X,X,3,2,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
SEO Chaehyun,KOR,25.0,99.5,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,1,1,5,2,1,1,X,X,2,1,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
KELLEY Anna,CAN,25.0,94.0,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Women,Qualification,2025-06-13,/api/v1/category_rounds/9398/results,/api/v1/events/1411/result/7,5,5,1,1,4,1,X,3,X,2,"2025-06-13_Bern, SUI_Boulder_Women_Qualification.csv"
