name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
ANRAKU Sorato,JPN,1,99.6,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,1,1,2,2,2,2,3,3,"2025-05-16_Curitiba, BRA_Boulder_Men_Semi-final.csv"
NARASAKI Tomoa,JPN,2,84.9,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,1,1,1,1,1,1,X,2,"2025-05-16_Curitiba, BRA_Boulder_Men_Semi-final.csv"
SCHALCK Mejdi,FRA,3,83.9,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,5,5,3,2,2,2,X,5,"2025-05-16_Curitiba, BRA_Boulder_Men_Semi-final.csv"
POSCH Jan-Luca,AUT,4,68.5,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,4,8,5,3,3,X,4,"2025-05-16_Curitiba, BRA_Boulder_Men_Semi-final.csv"
PEHARC Anze,SLO,5,59.4,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,4,1,X,X,3,2,X,2,"2025-05-16_Curitiba, BRA_Boulder_Men_Semi-final.csv"
AMAGASA Sohta,JPN,6,59.2,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,X,2,1,4,3,X,5,"2025-05-16_Curitiba, BRA_Boulder_Men_Semi-final.csv"
FUJIWAKI Yuji,JPN,7,58.9,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,6,4,2,2,X,6,X,X,"2025-05-16_Curitiba, BRA_Boulder_Men_Semi-final.csv"
JENFT Paul,FRA,8,54.9,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,1,X,1,1,1,X,2,"2025-05-16_Curitiba, BRA_Boulder_Men_Semi-final.csv"
NARASAKI Meichi,JPN,9,54.1,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,1,1,X,7,X,3,X,2,"2025-05-16_Curitiba, BRA_Boulder_Men_Semi-final.csv"
LEMAIRE Adrien,FRA,10,44.4,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,1,1,X,5,X,3,X,X,"2025-05-16_Curitiba, BRA_Boulder_Men_Semi-final.csv"
