name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
SANDERS Annie,USA,1.0,124.7,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,1,1,1,1,1,1,2,2,3,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
NAKAMURA Mao,JPN,1.0,124.8,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,1,1,1,1,1,1,1,1,3,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
MCNEICE Erin,GBR,3.0,124.6,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,1,1,2,1,1,1,4,3,1,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
MORONI Camilla,ITA,3.0,109.7,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,2,2,2,1,1,1,X,1,2,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
GARNBRET Janja,SLO,5.0,109.6,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,X,1,4,1,1,1,1,1,2,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
KEREM Ayala,ISR,5.0,108.8,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,4,2,3,2,3,1,6,1,X,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
BERTONE Oriane,FRA,7.0,99.9,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,1,1,1,1,1,1,X,X,2,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
ABRIAT Lily,FRA,7.0,94.7,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,1,1,2,1,X,1,X,3,1,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
AVEZOU Zélia,FRA,9.0,79.9,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,X,1,2,1,1,1,X,1,X,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
TESIO Giorgia,ITA,9.0,94.9,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,2,1,1,1,1,1,X,1,X,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
MATSUFUJI Anon,JPN,11.0,79.2,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,3,1,X,1,X,2,4,4,X,3,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
SEKIKAWA Melody,JPN,11.0,84.2,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,4,2,3,1,2,1,X,X,X,3,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
CALLIET Agathe,FRA,13.0,69.8,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,X,1,3,1,1,1,X,X,X,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
ELHADJ MIMOUNE Selma,FRA,13.0,79.3,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,4,1,3,3,X,1,X,3,X,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
CLARK Adriene Akiko,USA,15.0,69.7,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,2,1,X,1,X,1,X,X,3,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
KOBETS Anastasiia,UKR,15.0,69.5,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,2,2,2,1,X,4,X,X,X,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
BUCKLEY Jennifer Eucharia,SLO,17.0,69.6,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,2,2,2,1,X,1,X,3,X,X,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
YOKOYAMA Sofya,SUI,17.0,64.7,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,X,1,2,2,X,1,X,3,X,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
Apel Anna Maria,GER,19.0,59.8,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,1,1,3,1,X,1,X,X,X,X,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
MURAKOSHI Kaho,JPN,19.0,69.2,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,X,1,5,1,3,2,X,X,X,3,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
SEO Chaehyun,KOR,21.0,54.8,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,X,1,2,1,X,2,X,X,X,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
EDWARDS Emma,GBR,21.0,64.7,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,1,1,X,1,X,2,X,3,X,1,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
NONAKA Miho,JPN,23.0,64.4,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Boulder,Women,Qualification,2025-06-25,/api/v1/category_rounds/9400/results,/api/v1/events/1412/result/7,X,1,X,1,4,1,X,3,X,2,"2025-06-25_Innsbruck, AUT_Boulder_Women_Qualification.csv"
